Ay;Dolar;Euro;Altın;Petrol;Beton;Demir;Fiyat;Son Güncelleme Tarihi;Konut Tipi;Mahalle; Net M2;Oda ; Salon Sayısı;Bulunduğu Kat;Bina Yaşı;Isınma Tipi;Eşya Durumu;Banyo Sayısı;Cephe;Kira Getirisi;Kullanım Durumu;Aidat;Yakıt Tipi
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;3.200.000 TL;1 11 2023;Daire;Cuma;145;3;1;1. Kat;12 Yaşında;Kombi;Eşyalı Değil;2;Kuzey, Güney;;Kiracılı;150 TL;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.500.000 TL;20 11 2023;Daire;Mesudiye;135;3;1;3. Kat;25 Yaşında;Soba;Eşyalı Değil;1;;;Boş;;
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.400.000 TL;24 11 2023;Daire;Zafer;45;1;1;5. Kat;7 Yaşında;Klima;Eşyalı;1;Güney;5.000 TL;Kiracılı;100 TL;Elektrik
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.350.000 TL;21 10 2023;Daire;Güzelhisar;50;1;1;4. Kat;8 Yaşında;Kombi;Eşyalı Değil;1;Doğu;3.000 TL;Kiracılı;100 TL;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.100.000 TL;16 10 2023;Daire;Orta;45;1;1;1. Kat;4 Yaşında;Kombi;Eşyalı;1;;;Boş;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;3.150.000 TL;15 12 2023;Daire;Meşrutiyet;90;2;1;Ara Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;20.000 TL;Boş;150 TL;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;5.250.000 TL;27 11 2023;Daire;Yedi Eylül;125;3;1;6. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;Kuzey, Doğu;;Boş;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.950.000 TL;5 11 2023;Daire;Adnan Menderes;40;1;1;3. Kat;Sıfır Bina;Merkezi (Pay Ölçer);Eşyalı Değil;1;;;Boş;;
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;3.600.000 TL;9 11 2023;Daire;Hasanefendi - Ramazan Paşa;145;3;1;4. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;Doğu, Batı;12.000 TL;Boş;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.800.000 TL;21 12 2023;Daire;Hasanefendi - Ramazan Paşa;89;2;1;Yüksek Giriş;30 Yaşında;Kombi;Eşyalı Değil;1;;1.500 TL;Mülk Sahibi;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;3.200.000 TL;6 12 2023;Daire;Ata;80;2;1;2. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;Boş;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;5.000.000 TL;6 10 2023;Villa;Kenger;160;4;1;2. Kat;5 Yaşında;Kat Kaloriferi;Eşyalı Değil;4;Güney, Doğu, Batı;;Mülk Sahibi;;Kömür-Odun
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.675.000 TL;16 11 2023;Daire;Cumhuriyet;150;4;1;1. Kat;21 Yaşında;Isıtma Yok;Eşyalı Değil;1;Kuzey, Güney;;Boş;100 TL;
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.180.000 TL;7 12 2023;Daire;Zafer;50;1;1;5. Kat;6 Yaşında;Kombi;Eşyalı Değil;1;Doğu, Batı;5.000 TL;Kiracılı;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.650.000 TL;7 10 2023;Daire;Yedi Eylül;70;2;1;2. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;;;Boş;;
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.100.000 TL;25 11 2023;Daire;Kurtuluş;49;2;0;3. Kat;7 Yaşında;Kombi;Eşyalı Değil;1;Güney, Batı;10.000 TL;Kiracılı;150 TL;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.750.000 TL;20 12 2023;Daire;Efeler;80;2;2;Zemin;5 Yaşında;Kombi;Eşyalı Değil;1;;;;;Elektrik
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.500.000 TL;9 11 2023;Daire;Hasanefendi - Ramazan Paşa;90;2;1;2. Kat;Sıfır Bina;Kombi;Eşyalı Değil;1;Doğu, Batı;8.000 TL;;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.000.000 TL;19 12 2023;Daire;Cumhuriyet;130;3;1;Ara Kat;30 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Güney;;Boş;100 TL;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;3.250.000 TL;16 12 2023;Daire;Zeybek;130;3;1;2. Kat;2 Yaşında;Kombi;Eşyalı Değil;1;;7.500 TL;Mülk Sahibi;50 TL;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.575.000 TL;16 10 2023;Daire;Mimar Sinan;105;3;1;1. Kat;25 Yaşında;Kombi;Eşyalı Değil;1;Güney, Batı;10.000 TL;Boş;100 TL;Elektrik
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.750.000 TL;24 12 2023;Daire;Kurtuluş;45;1;1;1. Kat;4 Yaşında;Kombi;Eşyalı Değil;1;;;Boş;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.600.000 TL;25 11 2023;Daire;Girne;120;3;1;3. Kat;12 Yaşında;Kombi;Eşyalı Değil;1;Doğu, Batı;;Boş;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.000.000 TL;14 12 2023;Daire;Cumhuriyet;120;3;1;Ara Kat;35 Yaşında;Kombi;Eşyalı Değil;2;Doğu, Batı;;Boş;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.675.000 TL;6 10 2023;Müstakil Ev;Köprülü - Veysipaşa;60;1;1;Ara Kat;50 Yaşında;Soba;Eşyalı Değil;1;Kuzey;;Boş;;Kömür-Odun
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.550.000 TL;22 11 2023;Daire;Yedi Eylül;135;3;1;1. Kat;25 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Güney;;Kiracılı;100 TL;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.370.000 TL;24 10 2023;Daire;Orta;40;1;1;4. Kat;8 Yaşında;Isıtma Yok;Eşyalı;1;Güney, Batı;;Kiracılı;;
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.650.000 TL;19 10 2023;Müstakil Ev;Serçeköy;100;2;1;4. Kat;9 Yaşında;Soba;Eşyalı Değil;1;Kuzey, Güney, Doğu, Batı;;Mülk Sahibi;;Kömür-Odun
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.760.000 TL;28 09 2023;Daire;Mesudiye;100;2;1;3. Kat;30 Yaşında;Kombi;Eşyalı Değil;1;Doğu, Batı;;Boş;50 TL;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;4.500.000 TL;12 10 2023;Daire;Kurtuluş;143;3;1;6. Kat;3 Yaşında;Kombi;Eşyalı Değil;2;;;;;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;3.200.000 TL;16 11 2023;Daire;Efeler;150;3;1;1. Kat;4 Yaşında;Kombi;Eşyalı Değil;2;Güney, Doğu;;Boş;150 TL;
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;2.250.000 TL;22 12 2023;Daire;Cumhuriyet;100;2;1;3. Kat;26 Yaşında;Kombi;Eşyalı Değil;1;Kuzey, Güney, Doğu;;Kiracılı;75 TL;Doğalgaz
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.200.000 TL;27 10 2023;Daire;Orta;87;2;1;1. Kat;48 Yaşında;Belirtilmemiş;Eşyalı Değil;1;;;;;
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;9.500.000 TL;25 11 2023;Daire;İmamköy;145;4;1;2. Kat;22 Yaşında;Merkezi;Eşyalı Değil;1;Kuzey, Güney, Doğu, Batı;;Mülk Sahibi;;Kömür-Odun
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.440.000 TL;27 10 2023;Daire;Cuma;92;3;1;1. Kat;31 Yaşında;Belirtilmemiş;Eşyalı Değil;1;;;;;
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.850.000 TL;16 10 2023;Daire;Kurtuluş;145;3;1;1. Kat;35 Yaşında;Belirtilmemiş;Eşyalı Değil;1;Kuzey, Güney;2.750 TL;Kiracılı;100 TL;Elektrik
1;29,3957;32,7061;1966,77;80,19;1900;21939,81;1.820.000 TL;17 10 2023;Daire;Kemer;95;3;1;3. Kat;30 Yaşında;Klima;Eşyalı Değil;1;;;Kiracılı;;Elektrik
